facility_id,category_name,manufacturername,facility_name,jpin,title,pvname,vendor_lead_time,inv_norm,safety_stock,vendor_id,vendor_name,current_vendor_mov,minimum_order_criteria,max_allocated_space,case_size,cases_allocated,space_value,current_inventory,inventory_breakup,max_drr,deadweight,earliest_promise_date,open_po_details,orderedquantity,open_po_value,open_po_cases,final_suggestion,final_days_of_inventory,final_cases_suggestion,final_value,final_tonnage,mov_check,mrp,cp,sales_band
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00341,"Thums Up Soft Drink, Rs.20 Bottle",Soft Cola Drinks,1,30,4,VND-044,SIDDHI VINAYAK TRADERS - Region Alpha,120000,VALUE,9492,28,339,154245,112,"{""sellable"": null, ""contingency"": null, ""pending_putaway"": 112.0, ""under_transfer"": null}",1095,0.27,14/03/26,,8820,0,0,0,0,0,0,0,,20.14,13.85,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00341,"Thums Up Soft Drink, Rs.20 Bottle",Soft Cola Drinks,1,30,4,VND-046,Shree Krishna Enterprises - Region Epsilon,70000,VALUE,9492,28,339,149119,112,"{""sellable"": null, ""contingency"": null, ""pending_putaway"": 112.0, ""under_transfer"": null}",1095,0.27,14/03/26,,8820,0,0,0,0,0,0,0,,19.57,16.41,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00342,"Coca-Cola, 250ml Bottle",Soft Cola Drinks,2,15,4,VND-029,SLMG BEVERAGES PRIVATE LIMITED - Region Alpha,10000,CASES,140,28,5,1775,56,"{""sellable"": 56.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",22,0.271,14/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-17"", ""orderedquantity"": 28.0, ""order_item_amount"": 355.04, ""open_po_cases"": 0.9333333333333333, ""mrp"": 15.0, ""price_per_unit"": 12.680000000000001, ""order_id"": ""PO-00064"", ""po_raising_drr"": 37.0, ""po_raising_total_space"": 140.0, ""po_raising_final_available_space"": 9.0, ""order_date"": ""2026-03-15""}, ""open_po_2"": {""promise_date"": ""2026-03-17"", ""orderedquantity"": 28.0, ""order_item_amount"": 355.04, ""open_po_cases"": 1.0, ""mrp"": 15.0, ""price_per_unit"": 12.680000000000001, ""order_id"": ""PO-00064"", ""po_raising_drr"": 37.0, ""po_raising_total_space"": 140.0, ""po_raising_final_available_space"": 9.0, ""order_date"": ""2026-03-15""}, ""open_po_3"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 56.0, ""order_item_amount"": 710.08, ""open_po_cases"": 1.8666666666666667, ""mrp"": 15.0, ""price_per_unit"": 12.680000000000001, ""order_id"": ""PO-00014"", ""po_raising_drr"": 5.0, ""po_raising_total_space"": 140.0, ""po_raising_final_available_space"": 35.0, ""order_date"": ""2026-03-13""}, ""open_po_4"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 56.0, ""order_item_amount"": 710.08, ""open_po_cases"": 2.0, ""mrp"": 15.0, ""price_per_unit"": 12.680000000000001, ""order_id"": ""PO-00014"", ""po_raising_drr"": 5.0, ""po_raising_total_space"": 140.0, ""po_raising_final_available_space"": 35.0, ""order_date"": ""2026-03-13""}, ""open_po_5"": {""promise_date"": ""2026-03-14"", ""orderedquantity"": 28.0, ""order_item_amount"": 355.04, ""open_po_cases"": 0.9333333333333333, ""mrp"": 15.0, ""price_per_unit"": 12.680000000000001, ""order_id"": ""PO-00029"", ""po_raising_drr"": 9.0, ""po_raising_total_space"": 140.0, ""po_raising_final_available_space"": 19.0, ""order_date"": ""2026-03-12""}, ""open_po_6"": {""promise_date"": ""2026-03-14"", ""orderedquantity"": 28.0, ""order_item_amount"": 355.04, ""open_po_cases"": 1.0, ""mrp"": 15.0, ""price_per_unit"": 12.680000000000001, ""order_id"": ""PO-00029"", ""po_raising_drr"": 9.0, ""po_raising_total_space"": 140.0, ""po_raising_final_available_space"": 19.0, ""order_date"": ""2026-03-12""}}",224,2840,8,0,0,0,0,0,,16.32,14.19,Band C
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00342,"Coca-Cola, 250ml Bottle",Soft Cola Drinks,1,15,4,VND-044,SIDDHI VINAYAK TRADERS - Region Alpha,120000,VALUE,140,28,5,2275,56,"{""sellable"": 56.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",22,0.271,14/03/26,,224,0,0,0,0,0,0,0,,17.65,15,Band C
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00342,"Coca-Cola, 250ml Bottle",Soft Cola Drinks,1,15,4,VND-046,Shree Krishna Enterprises - Region Epsilon,70000,VALUE,140,28,5,2199,56,"{""sellable"": 56.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",22,0.271,14/03/26,,224,0,0,0,0,0,0,0,,20.38,17.72,Band C
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00455,"Sprite Soft Drink, 750ml Bottle",Soft Cola Drinks,2,17,4,VND-029,SLMG BEVERAGES PRIVATE LIMITED - Region Alpha,10000,CASES,960,24,40,29318,598,"{""sellable"": 574.0, ""contingency"": null, ""pending_putaway"": 24.0, ""under_transfer"": null}",72,0.808,14/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-17"", ""orderedquantity"": 48.0, ""order_item_amount"": 1465.92, ""open_po_cases"": 2.0, ""mrp"": 40.0, ""price_per_unit"": 30.540000000000003, ""order_id"": ""PO-00064"", ""po_raising_drr"": 126.0, ""po_raising_total_space"": 960.0, ""po_raising_final_available_space"": 32.0, ""order_date"": ""2026-03-15""}, ""open_po_2"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 24.0, ""order_item_amount"": 732.96, ""open_po_cases"": 1.0, ""mrp"": 40.0, ""price_per_unit"": 30.540000000000003, ""order_id"": ""PO-00014"", ""po_raising_drr"": 82.0, ""po_raising_total_space"": 960.0, ""po_raising_final_available_space"": 16.0, ""order_date"": ""2026-03-13""}, ""open_po_3"": {""promise_date"": ""2026-03-14"", ""orderedquantity"": 192.0, ""order_item_amount"": 5863.68, ""open_po_cases"": 8.0, ""mrp"": 40.0, ""price_per_unit"": 30.540000000000003, ""order_id"": ""PO-00020"", ""po_raising_drr"": 62.0, ""po_raising_total_space"": 960.0, ""po_raising_final_available_space"": 214.0, ""order_date"": ""2026-03-11""}, ""open_po_4"": {""promise_date"": ""2026-03-14"", ""orderedquantity"": 120.0, ""order_item_amount"": 3664.8, ""open_po_cases"": 5.0, ""mrp"": 40.0, ""price_per_unit"": 30.540000000000003, ""order_id"": ""PO-00029"", ""po_raising_drr"": 62.0, ""po_raising_total_space"": 960.0, ""po_raising_final_available_space"": 536.0, ""order_date"": ""2026-03-12""}}",480,33477,20,0,0,0,0,0,,41.64,26.51,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00455,"Sprite Soft Drink, 750ml Bottle",Soft Cola Drinks,1,17,4,VND-046,Shree Krishna Enterprises - Region Epsilon,70000,VALUE,960,24,40,29798,598,"{""sellable"": 574.0, ""contingency"": null, ""pending_putaway"": 24.0, ""under_transfer"": null}",72,0.808,14/03/26,,480,0,0,0,0,0,0,0,,37.77,35.09,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00457,"Maaza Mango Drink, Rs.10 Tetra Pak",Fruit Drinks,2,30,4,VND-029,SLMG BEVERAGES PRIVATE LIMITED - Region Alpha,10000,CASES,16040,40,401,112280,15192,"{""sellable"": 15112.0, ""contingency"": null, ""pending_putaway"": 80.0, ""under_transfer"": null}",1920,0.145,14/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-17"", ""orderedquantity"": 1240.0, ""order_item_amount"": 8680.0, ""open_po_cases"": 31.0, ""mrp"": 9.0, ""price_per_unit"": 7.0, ""order_id"": ""PO-00064"", ""po_raising_drr"": 3313.0, ""po_raising_total_space"": 16040.0, ""po_raising_final_available_space"": 1201.0, ""order_date"": ""2026-03-15""}, ""open_po_2"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 40.0, ""order_item_amount"": 104160.0, ""open_po_cases"": 1.0, ""mrp"": 9.0, ""price_per_unit"": 7.0, ""order_id"": ""PO-00014"", ""po_raising_drr"": 2013.0, ""po_raising_total_space"": 16040.0, ""po_raising_final_available_space"": 16040.0, ""order_date"": ""2026-03-13""}, ""open_po_3"": {""promise_date"": ""2026-03-14"", ""orderedquantity"": 2840.0, ""order_item_amount"": 19880.0, ""open_po_cases"": 71.0, ""mrp"": 9.0, ""price_per_unit"": 7.0, ""order_id"": ""PO-00029"", ""po_raising_drr"": 2024.0, ""po_raising_total_space"": 16040.0, ""po_raising_final_available_space"": 9226.0, ""order_date"": ""2026-03-12""}}",4120,132720,103,0,0,0,0,0,,9.02,6.69,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00457,"Maaza Mango Drink, Rs.10 Tetra Pak",Fruit Drinks,1,30,4,VND-044,SIDDHI VINAYAK TRADERS - Region Alpha,120000,VALUE,16040,40,401,118375,15192,"{""sellable"": 15112.0, ""contingency"": null, ""pending_putaway"": 80.0, ""under_transfer"": null}",1920,0.145,14/03/26,,4120,0,0,0,0,0,0,0,,11.22,6.5,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00457,"Maaza Mango Drink, Rs.10 Tetra Pak",Fruit Drinks,1,30,4,VND-046,Shree Krishna Enterprises - Region Epsilon,70000,VALUE,16040,40,401,110195,15192,"{""sellable"": 15112.0, ""contingency"": null, ""pending_putaway"": 80.0, ""under_transfer"": null}",1920,0.145,14/03/26,,4120,0,0,0,0,0,0,0,,8.32,6.84,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00467,"Fanta, 250ml Bottle",Soft Cola Drinks,2,15,4,VND-029,SLMG BEVERAGES PRIVATE LIMITED - Region Alpha,10000,CASES,56,28,2,710,0,"{""sellable"": null, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",0,0.27,16/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-17"", ""orderedquantity"": 28.0, ""order_item_amount"": 355.04, ""open_po_cases"": 1.0, ""mrp"": 15.0, ""price_per_unit"": 12.680000000000001, ""order_id"": ""PO-00064"", ""po_raising_drr"": 0.0, ""po_raising_total_space"": 56.0, ""po_raising_final_available_space"": 28.0, ""order_date"": ""2026-03-15""}, ""open_po_2"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 28.0, ""order_item_amount"": 355.04, ""open_po_cases"": 1.0, ""mrp"": 15.0, ""price_per_unit"": 12.680000000000001, ""order_id"": ""PO-00014"", ""po_raising_drr"": 0.0, ""po_raising_total_space"": 56.0, ""po_raising_final_available_space"": 56.0, ""order_date"": ""2026-03-13""}}",56,710,2,0,0,0,0,0,,14.6,11.75,
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00467,"Fanta, 250ml Bottle",Soft Cola Drinks,1,15,4,VND-046,Shree Krishna Enterprises - Region Epsilon,70000,VALUE,56,28,2,880,0,"{""sellable"": null, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",0,0.27,16/03/26,,56,0,0,0,0,0,0,0,,21.53,14.7,
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00487,"Monster Energy Drink, Taurine, 350ml Can",Energy Drinks,2,30,4,VND-029,SLMG BEVERAGES PRIVATE LIMITED - Region Alpha,10000,CASES,504,24,21,38198,148,"{""sellable"": 12.0, ""contingency"": null, ""pending_putaway"": 136.0, ""under_transfer"": null}",71,0.37,16/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-17"", ""orderedquantity"": 24.0, ""order_item_amount"": 1818.96, ""open_po_cases"": 1.0, ""mrp"": 125.0, ""price_per_unit"": 75.79, ""order_id"": ""PO-00064"", ""po_raising_drr"": 141.0, ""po_raising_total_space"": 504.0, ""po_raising_final_available_space"": 24.0, ""order_date"": ""2026-03-15""}, ""open_po_2"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 24.0, ""order_item_amount"": 1818.96, ""open_po_cases"": 1.0, ""mrp"": 125.0, ""price_per_unit"": 75.79, ""order_id"": ""PO-00014"", ""po_raising_drr"": 38.0, ""po_raising_total_space"": 504.0, ""po_raising_final_available_space"": 11.0, ""order_date"": ""2026-03-13""}}",528,39638,22,0,0,0,0,0,,114.83,71.41,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00492,"Coca-Cola Diet Coke Soft Drink, 300ml Can",Soft Cola Drinks,2,30,4,VND-029,SLMG BEVERAGES PRIVATE LIMITED - Region Alpha,10000,CASES,1824,24,76,55413,1494,"{""sellable"": 1489.0, ""contingency"": 5.0, ""pending_putaway"": null, ""under_transfer"": null}",454,0.31,14/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-17"", ""orderedquantity"": 912.0, ""order_item_amount"": 27706.56, ""open_po_cases"": 38.0, ""mrp"": 40.0, ""price_per_unit"": 30.380000000000003, ""order_id"": ""PO-00064"", ""po_raising_drr"": 1158.0, ""po_raising_total_space"": 1824.0, ""po_raising_final_available_space"": 901.0, ""order_date"": ""2026-03-15""}, ""open_po_2"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 1800.0, ""order_item_amount"": 54684.0, ""open_po_cases"": 75.0, ""mrp"": 40.0, ""price_per_unit"": 30.38, ""order_id"": ""PO-00014"", ""po_raising_drr"": 573.0, ""po_raising_total_space"": 1824.0, ""po_raising_final_available_space"": 1824.0, ""order_date"": ""2026-03-13""}, ""open_po_3"": {""promise_date"": ""2026-03-14"", ""orderedquantity"": 240.0, ""order_item_amount"": 7291.2, ""open_po_cases"": 10.0, ""mrp"": 40.0, ""price_per_unit"": 30.38, ""order_id"": ""PO-00029"", ""po_raising_drr"": 388.0, ""po_raising_total_space"": 1824.0, ""po_raising_final_available_space"": 388.0, ""order_date"": ""2026-03-12""}}",2952,89682,123,0,0,0,0,0,,34.92,33.14,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00494,"Rim Zim Jeera Soda, 250ml Bottle",Soft Cola Drinks,4,15,5,VND-030,Eshwar Enterprise,100,CASES,2688,28,96,34084,0,"{""sellable"": null, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",0,0,17/03/26,,2688,0,0,0,0,0,0,0,,14.05,12.83,
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00496,"Sprite Soft Drink, 300ml Can",Soft Cola Drinks,2,15,4,VND-029,SLMG BEVERAGES PRIVATE LIMITED - Region Alpha,10000,CASES,288,24,12,8749,293,"{""sellable"": null, ""contingency"": 5.0, ""pending_putaway"": 283.0, ""under_transfer"": null}",55,0.32,17/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-17"", ""orderedquantity"": 72.0, ""order_item_amount"": 2187.36, ""open_po_cases"": 3.0, ""mrp"": 40.0, ""price_per_unit"": 30.380000000000003, ""order_id"": ""PO-00064"", ""po_raising_drr"": 85.0, ""po_raising_total_space"": 288.0, ""po_raising_final_available_space"": 69.0, ""order_date"": ""2026-03-15""}}",72,2187,3,0,0,0,0,0,,35.93,28.66,Band B
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00506,"Sprite Soft Drink, Rs.20 Bottle",Soft Cola Drinks,2,30,4,VND-029,SLMG BEVERAGES PRIVATE LIMITED - Region Alpha,10000,CASES,2996,28,107,47397,28,"{""sellable"": 28.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",605,0.269,14/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 28.0, ""order_item_amount"": 442.96, ""open_po_cases"": 1.0, ""mrp"": 20.0, ""price_per_unit"": 15.819999999999999, ""order_id"": ""PO-00014"", ""po_raising_drr"": 571.0, ""po_raising_total_space"": 2996.0, ""po_raising_final_available_space"": 5.0, ""order_date"": ""2026-03-13""}, ""open_po_2"": {""promise_date"": ""2026-03-14"", ""orderedquantity"": 2016.0, ""order_item_amount"": 31893.12, ""open_po_cases"": 72.0, ""mrp"": 20.0, ""price_per_unit"": 15.82, ""order_id"": ""PO-00029"", ""po_raising_drr"": 583.0, ""po_raising_total_space"": 2996.0, ""po_raising_final_available_space"": 3314.0, ""order_date"": ""2026-03-12""}, ""open_po_3"": {""promise_date"": ""2026-03-14"", ""orderedquantity"": 140.0, ""order_item_amount"": 2214.8, ""open_po_cases"": 5.0, ""mrp"": 20.0, ""price_per_unit"": 15.820000000000002, ""order_id"": ""PO-00020"", ""po_raising_drr"": 652.0, ""po_raising_total_space"": 2996.0, ""po_raising_final_available_space"": 2969.0, ""order_date"": ""2026-03-11""}}",3388,53466,121,0,0,0,0,0,,22.58,16.34,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00506,"Sprite Soft Drink, Rs.20 Bottle",Soft Cola Drinks,1,30,4,VND-044,SIDDHI VINAYAK TRADERS - Region Alpha,120000,VALUE,2996,28,107,48685,28,"{""sellable"": 28.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",605,0.269,14/03/26,,3388,0,0,0,0,0,0,0,,21.85,17.3,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00506,"Sprite Soft Drink, Rs.20 Bottle",Soft Cola Drinks,1,30,4,VND-046,Shree Krishna Enterprises - Region Epsilon,70000,VALUE,2996,28,107,47067,28,"{""sellable"": 28.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",605,0.269,14/03/26,,3388,0,0,0,0,0,0,0,,20.8,14.64,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00729,"Thums Up Soft Drink, 750ml Bottle",Soft Cola Drinks,2,30,4,VND-029,SLMG BEVERAGES PRIVATE LIMITED - Region Alpha,10000,CASES,816,24,34,24921,122,"{""sellable"": 51.0, ""contingency"": null, ""pending_putaway"": 48.0, ""under_transfer"": null}",309,0.808,14/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-17"", ""orderedquantity"": 744.0, ""order_item_amount"": 22721.76, ""open_po_cases"": 31.0, ""mrp"": 40.0, ""price_per_unit"": 30.54, ""order_id"": ""PO-00064"", ""po_raising_drr"": 746.0, ""po_raising_total_space"": 816.0, ""po_raising_final_available_space"": 721.0, ""order_date"": ""2026-03-15""}, ""open_po_2"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 240.0, ""order_item_amount"": 7329.6, ""open_po_cases"": 10.0, ""mrp"": 40.0, ""price_per_unit"": 30.540000000000003, ""order_id"": ""PO-00014"", ""po_raising_drr"": 233.0, ""po_raising_total_space"": 816.0, ""po_raising_final_available_space"": 234.0, ""order_date"": ""2026-03-13""}, ""open_po_3"": {""promise_date"": ""2026-03-14"", ""orderedquantity"": 96.0, ""order_item_amount"": 2931.84, ""open_po_cases"": 4.0, ""mrp"": 40.0, ""price_per_unit"": 30.540000000000003, ""order_id"": ""PO-00029"", ""po_raising_drr"": 217.0, ""po_raising_total_space"": 816.0, ""po_raising_final_available_space"": 339.0, ""order_date"": ""2026-03-12""}}",1152,57733,48,0,0,0,0,0,,44.46,29.75,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00729,"Thums Up Soft Drink, 750ml Bottle",Soft Cola Drinks,1,30,4,VND-046,Shree Krishna Enterprises - Region Epsilon,70000,VALUE,816,24,34,25329,122,"{""sellable"": 51.0, ""contingency"": null, ""pending_putaway"": 48.0, ""under_transfer"": null}",309,0.808,14/03/26,,1152,0,0,0,0,0,0,0,,43.64,27.52,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00730,"Limca Soft Drink, 750ml Bottle",Soft Cola Drinks,2,15,4,VND-029,SLMG BEVERAGES PRIVATE LIMITED - Region Alpha,10000,CASES,1440,24,60,43978,56,"{""sellable"": 56.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",390,0.69,14/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-14"", ""orderedquantity"": 1320.0, ""order_item_amount"": 40312.8, ""open_po_cases"": 55.0, ""mrp"": 40.0, ""price_per_unit"": 30.540000000000003, ""order_id"": ""PO-00029"", ""po_raising_drr"": 403.0, ""po_raising_total_space"": 1440.0, ""po_raising_final_available_space"": 1440.0, ""order_date"": ""2026-03-12""}}",2280,70313,95,0,0,0,0,0,,36.24,27.62,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00791,"Kinley Mineral Water, 1L Bottle",Mineral Water,2,15,4,VND-029,SLMG BEVERAGES PRIVATE LIMITED - Region Alpha,10000,CASES,1800,15,120,18126,1176,"{""sellable"": 256.0, ""contingency"": null, ""pending_putaway"": 910.0, ""under_transfer"": null}",276,0.92,16/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-17"", ""orderedquantity"": 1080.0, ""order_item_amount"": 10875.6, ""open_po_cases"": 72.0, ""mrp"": 18.0, ""price_per_unit"": 10.07, ""order_id"": ""PO-00064"", ""po_raising_drr"": 481.0, ""po_raising_total_space"": 1800.0, ""po_raising_final_available_space"": 1075.0, ""order_date"": ""2026-03-15""}, ""open_po_2"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 1155.0, ""order_item_amount"": 11630.85, ""open_po_cases"": 77.0, ""mrp"": 18.0, ""price_per_unit"": 10.07, ""order_id"": ""PO-00014"", ""po_raising_drr"": 105.0, ""po_raising_total_space"": 1800.0, ""po_raising_final_available_space"": 1780.0, ""order_date"": ""2026-03-13""}}",2235,22506,149,0,0,0,0,0,,20.12,10.62,Band B
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00798,"Maaza Mango Drink, 600ml Bottle",Fruit Drinks,2,15,4,VND-029,SLMG BEVERAGES PRIVATE LIMITED - Region Alpha,10000,CASES,792,24,33,22604,297,"{""sellable"": 24.0, ""contingency"": null, ""pending_putaway"": 240.0, ""under_transfer"": 33.0}",292,0.647,14/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 240.0, ""order_item_amount"": 6849.6, ""open_po_cases"": 10.0, ""mrp"": 35.0, ""price_per_unit"": 28.540000000000003, ""order_id"": ""PO-00014"", ""po_raising_drr"": 276.0, ""po_raising_total_space"": 792.0, ""po_raising_final_available_space"": 222.0, ""order_date"": ""2026-03-13""}, ""open_po_2"": {""promise_date"": ""2026-03-14"", ""orderedquantity"": 360.0, ""order_item_amount"": 10274.4, ""open_po_cases"": 15.0, ""mrp"": 35.0, ""price_per_unit"": 28.54, ""order_id"": ""PO-00029"", ""po_raising_drr"": 303.0, ""po_raising_total_space"": 792.0, ""po_raising_final_available_space"": 1314.0, ""order_date"": ""2026-03-12""}, ""open_po_3"": {""promise_date"": ""2026-03-14"", ""orderedquantity"": 168.0, ""order_item_amount"": 4794.72, ""open_po_cases"": 7.0, ""mrp"": 35.0, ""price_per_unit"": 28.540000000000003, ""order_id"": ""PO-00020"", ""po_raising_drr"": 210.0, ""po_raising_total_space"": 792.0, ""po_raising_final_available_space"": 792.0, ""order_date"": ""2026-03-11""}}",1392,40252,58,0,0,0,0,0,,35.41,25.81,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00798,"Maaza Mango Drink, 600ml Bottle",Fruit Drinks,1,15,4,VND-046,Shree Krishna Enterprises - Region Epsilon,70000,VALUE,792,24,33,25407,297,"{""sellable"": 24.0, ""contingency"": null, ""pending_putaway"": 240.0, ""under_transfer"": 33.0}",292,0.647,14/03/26,,1392,0,0,0,0,0,0,0,,43.69,32.32,Band A
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00824,"Thums Up Soft Drink, 2L Bottle",Soft Cola Drinks,2,15,4,VND-029,SLMG BEVERAGES PRIVATE LIMITED - Region Alpha,10000,CASES,162,9,18,11287,6,"{""sellable"": null, ""contingency"": null, ""pending_putaway"": 6.0, ""under_transfer"": null}",88,2.13,14/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-17"", ""orderedquantity"": 162.0, ""order_item_amount"": 12780.18, ""open_po_cases"": 18.0, ""mrp"": 85.0, ""price_per_unit"": 78.89, ""order_id"": ""PO-00064"", ""po_raising_drr"": 202.0, ""po_raising_total_space"": 162.0, ""po_raising_final_available_space"": 162.0, ""order_date"": ""2026-03-15""}, ""open_po_2"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 81.0, ""order_item_amount"": 5643.27, ""open_po_cases"": 9.0, ""mrp"": 85.0, ""price_per_unit"": 69.67, ""order_id"": ""PO-00014"", ""po_raising_drr"": 77.0, ""po_raising_total_space"": 162.0, ""po_raising_final_available_space"": 77.0, ""order_date"": ""2026-03-13""}, ""open_po_3"": {""promise_date"": ""2026-03-14"", ""orderedquantity"": 63.0, ""order_item_amount"": 4389.21, ""open_po_cases"": 7.0, ""mrp"": 85.0, ""price_per_unit"": 69.67, ""order_id"": ""PO-00029"", ""po_raising_drr"": 62.0, ""po_raising_total_space"": 162.0, ""po_raising_final_available_space"": 88.0, ""order_date"": ""2026-03-12""}}",306,22813,34,0,0,0,0,0,,95.1,74.04,Band B
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00824,"Thums Up Soft Drink, 2L Bottle",Soft Cola Drinks,1,15,4,VND-046,Shree Krishna Enterprises - Region Epsilon,70000,VALUE,162,9,18,12421,6,"{""sellable"": null, ""contingency"": null, ""pending_putaway"": 6.0, ""under_transfer"": null}",88,2.13,14/03/26,,306,0,0,0,0,0,0,0,,93.59,67.63,Band B
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00825,"Thums Up Soft Drink, 300ml Can",Soft Cola Drinks,2,15,4,VND-029,SLMG BEVERAGES PRIVATE LIMITED - Region Alpha,10000,CASES,384,24,16,11666,17,"{""sellable"": 5.0, ""contingency"": null, ""pending_putaway"": null, ""under_transfer"": null}",29,0.33,16/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-17"", ""orderedquantity"": 48.0, ""order_item_amount"": 1458.24, ""open_po_cases"": 2.0, ""mrp"": 40.0, ""price_per_unit"": 30.38, ""order_id"": ""PO-00064"", ""po_raising_drr"": 53.0, ""po_raising_total_space"": 384.0, ""po_raising_final_available_space"": 47.0, ""order_date"": ""2026-03-15""}, ""open_po_2"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 384.0, ""order_item_amount"": 11665.92, ""open_po_cases"": 16.0, ""mrp"": 40.0, ""price_per_unit"": 30.38, ""order_id"": ""PO-00014"", ""po_raising_drr"": 38.0, ""po_raising_total_space"": 384.0, ""po_raising_final_available_space"": 384.0, ""order_date"": ""2026-03-13""}}",432,13124,18,0,0,0,0,0,,35.32,30.99,Band B
FC-001,Beverages,The Coca-Cola Company,FC-Alpha,SKU-00826,"Fanta Soft Drink, 750ml Bottle",Soft Cola Drinks,2,15,4,VND-029,SLMG BEVERAGES PRIVATE LIMITED - Region Alpha,10000,CASES,144,24,6,4398,195,"{""sellable"": 120.0, ""contingency"": 75.0, ""pending_putaway"": null, ""under_transfer"": 24.0}",52,0.82,16/03/26,"{""open_po_1"": {""promise_date"": ""2026-03-16"", ""orderedquantity"": 96.0, ""order_item_amount"": 2931.84, ""open_po_cases"": 4.0, ""mrp"": 40.0, ""price_per_unit"": 30.540000000000003, ""order_id"": ""PO-00014"", ""po_raising_drr"": 61.0, ""po_raising_total_space"": 144.0, ""po_raising_final_available_space"": 108.0, ""order_date"": ""2026-03-13""}}",96,2932,4,0,0,0,0,0,,36.74,28.31,Band C
